visit-time,title,visit-count,typed-count,id,url
1535373227484,Google  Inc. - Google 지도,1,,feWpBSP0O1bd,https://www.google.com/maps/@37.5638931 126.9787899 3a 75y 237.55h 127.66t/data=!3m6!1e1!3m4!1sa9K6R2s9CvZwIH2fyJioqw!2e0!7i13312!8i6656
1535373225447,Google  Inc. - Google 지도,1,,79kYHuHkYg6w,https://www.google.com/maps/@37.5638931 126.9787899 3a 75y 348.4h 97.07t/data=!3m6!1e1!3m4!1sa9K6R2s9CvZwIH2fyJioqw!2e0!7i13312!8i6656
1535373222073,Google  Inc. - Google 지도,1,,b59BtJaufqqT,https://www.google.com/maps/@37.5638233 126.9787992 3a 75y 348.4h 97.07t/data=!3m9!1e1!3m7!1sQ4ZWFc8C5KtnNlHVYexSDA!2e0!7i13312!8i6656!9m2!1b1!2i37
1535373221349,Google  Inc. - Google 지도,1,,YF1a0zq50Ddh,https://www.google.com/maps/@37.5638233 126.9787992 3a 75y 348.4h 97.07t/data=!3m6!1e1!3m4!1sQ4ZWFc8C5KtnNlHVYexSDA!2e0!7i13312!8i6656
1535373219045,Google  Inc. - Google 지도,1,,0m47U8XS8aXN,https://www.google.com/maps/@37.5638233 126.9787992 3a 75y 196.54h 127.54t/data=!3m6!1e1!3m4!1sQ4ZWFc8C5KtnNlHVYexSDA!2e0!7i13312!8i6656
1535373218220,Google  Inc. - Google 지도,1,,cxoy1HFv6kEY,https://www.google.com/maps/@37.5638233 126.9787992 3a 75y 274.83h 94.3t/data=!3m6!1e1!3m4!1sQ4ZWFc8C5KtnNlHVYexSDA!2e0!7i13312!8i6656
1535373217598,Google  Inc. - Google 지도,1,,fhiuNCVKEKbg,https://www.google.com/maps/@37.5638233 126.9787992 3a 75y 349.43h 90.11t/data=!3m6!1e1!3m4!1sQ4ZWFc8C5KtnNlHVYexSDA!2e0!7i13312!8i6656
1535373217116,Google  Inc. - Google 지도,1,,Ls4cxW2SuEnv,https://www.google.com/maps/@37.5638233 126.9787992 3a 75y 359.2h 57.36t/data=!3m9!1e1!3m7!1sQ4ZWFc8C5KtnNlHVYexSDA!2e0!7i13312!8i6656!9m2!1b1!2i37
1535373216101,Google  Inc. - Google 지도,1,,IG17JRXlx7mu,https://www.google.com/maps/@37.5638233 126.9787992 3a 75y 359.2h 57.36t/data=!3m6!1e1!3m4!1sQ4ZWFc8C5KtnNlHVYexSDA!2e0!7i13312!8i6656
1535373214834,Google  Inc. - Google 지도,1,,KBpXuoeg-q90,https://www.google.com/maps/@37.5637609 126.9787884 3a 75y 359.2h 57.36t/data=!3m6!1e1!3m4!1sKN_ffOQ2ljIPGkLkJkHIGQ!2e0!7i13312!8i6656
1535373213460,Google  Inc. - Google 지도,1,,Sl5zS5AtnGKP,https://www.google.com/maps/@37.5636916 126.9788023 3a 75y 359.2h 57.36t/data=!3m6!1e1!3m4!1slmLS-8CsGdFnts8g7dUrCA!2e0!7i13312!8i6656
1535373212243,Google  Inc. - Google 지도,1,,44pr_E5HFT2C,https://www.google.com/maps/@37.5636462 126.9788045 3a 75y 359.2h 57.36t/data=!3m6!1e1!3m4!1syutLFMOVMUFZA0TEVZg4LA!2e0!7i13312!8i6656
1535373210920,Google  Inc. - Google 지도,1,,r7rL2aAEWTyF,https://www.google.com/maps/@37.5635489 126.9788233 3a 75y 359.2h 57.36t/data=!3m6!1e1!3m4!1sa17GB0yGseMSgsOKxOmKMA!2e0!7i13312!8i6656
1535373209600,Google  Inc. - Google 지도,1,,Y57TZd8VLzMw,https://www.google.com/maps/@37.5634161 126.9788247 3a 75y 359.2h 57.36t/data=!3m6!1e1!3m4!1skQ8_-L_gQ7clCwtNW7gd4Q!2e0!7i13312!8i6656
1535373208263,Google  Inc. - Google 지도,1,,WtpsDJWCMwpu,https://www.google.com/maps/@37.563313 126.9788211 3a 75y 359.2h 57.36t/data=!3m6!1e1!3m4!1soS8cTBWmkRtU9FLdurEnVQ!2e0!7i13312!8i6656
1535373206929,Google  Inc. - Google 지도,1,,2lV5t7zvV2R6,https://www.google.com/maps/@37.5632136 126.9788311 3a 75y 359.2h 57.36t/data=!3m6!1e1!3m4!1sA-WJz9ZYZFdJBtCwFDVGPQ!2e0!7i13312!8i6656
1535373205555,Google  Inc. - Google 지도,1,,Fq8DHR1jwHCD,https://www.google.com/maps/@37.5631179 126.978851 3a 75y 359.2h 57.36t/data=!3m6!1e1!3m4!1stw836qdw01Jn0w3WG7bWEg!2e0!7i13312!8i6656
1535373204313,Google  Inc. - Google 지도,1,,tyLqDOSzW-vi,https://www.google.com/maps/@37.5630214 126.9788845 3a 75y 359.2h 57.36t/data=!3m6!1e1!3m4!1sn32cT1ArgrOMTHaZW9nvbA!2e0!7i13312!8i6656
1535373194795,Google  Inc. - Google 지도,1,,CdOOuPJGv3F5,https://www.google.com/maps/@37.5629275 126.9789182 3a 75y 359.2h 57.36t/data=!3m9!1e1!3m7!1sTAAe4xftMjkWWtWH0iI0wA!2e0!7i13312!8i6656!9m2!1b1!2i37
1535373193883,Google  Inc. - Google 지도,1,,iR7hSR92tPZt,https://www.google.com/maps/@37.5629275 126.9789182 3a 75y 359.2h 57.36t/data=!3m6!1e1!3m4!1sTAAe4xftMjkWWtWH0iI0wA!2e0!7i13312!8i6656
1535373193044,Google  Inc. - Google 지도,1,,khV9LfP5qios,https://www.google.com/maps/@37.5629275 126.9789182 3a 75y 17.86h 59.93t/data=!3m9!1e1!3m7!1sTAAe4xftMjkWWtWH0iI0wA!2e0!7i13312!8i6656!9m2!1b1!2i37
1535373192253,Google  Inc. - Google 지도,1,,MZOBlklfy5jv,https://www.google.com/maps/@37.5629275 126.9789182 3a 75y 17.86h 59.93t/data=!3m6!1e1!3m4!1sTAAe4xftMjkWWtWH0iI0wA!2e0!7i13312!8i6656
1535373191525,Google  Inc. - Google 지도,1,,ICFrQFO-wJ0o,https://www.google.com/maps/@37.5629275 126.9789182 3a 75y 51.35h 62.32t/data=!3m6!1e1!3m4!1sTAAe4xftMjkWWtWH0iI0wA!2e0!7i13312!8i6656
